legacy_switch,interface,vlan_id,neighbor_name,neighbor_interface
OSM-1A-switch3.xcmmc.nhs.uk,FastEthernet0/16,174,,
OSM-1A-switch3.xcmmc.nhs.uk,FastEthernet0/18,603,,
OSM-1A-switch3.xcmmc.nhs.uk,FastEthernet0/19,174,,
OSM-1A-switch3.xcmmc.nhs.uk,FastEthernet0/20,603,,
OSM-1A-switch3.xcmmc.nhs.uk,FastEthernet0/24,174,,
OSM-1A-switch3.xcmmc.nhs.uk,GigabitEthernet0/1,trunk,CEN-OSM-1A-ACCSW-STK.xcmmc.nhs.uk,Gig 1/0/24
OSM-1A-switch3.xcmmc.nhs.uk,GigabitEthernet0/2,trunk,OSM-1A-switch2.xcmmc.nhs.uk,Gig 0/1
OSM-1A-switch5.xcmmc.nhs.uk,Vlan1,,,
OSM-1A-switch5.xcmmc.nhs.uk,Vlan254,,,
OSM-1A-switch5.xcmmc.nhs.uk,FastEthernet0/1,174,,
OSM-1A-switch5.xcmmc.nhs.uk,FastEthernet0/2,174,,
OSM-1A-switch5.xcmmc.nhs.uk,FastEthernet0/3,603,,
OSM-1A-switch5.xcmmc.nhs.uk,FastEthernet0/4,174,,
OSM-1A-switch5.xcmmc.nhs.uk,FastEthernet0/5,174,,
OSM-1A-switch5.xcmmc.nhs.uk,FastEthernet0/7,174,,
OSM-1A-switch5.xcmmc.nhs.uk,FastEthernet0/9,174,,
OSM-1A-switch5.xcmmc.nhs.uk,FastEthernet0/10,174,,
OSM-1A-switch5.xcmmc.nhs.uk,FastEthernet0/12,174,,
OSM-1A-switch5.xcmmc.nhs.uk,FastEthernet0/16,174,,
OSM-1A-switch5.xcmmc.nhs.uk,FastEthernet0/21,174,,
OSM-1A-switch5.xcmmc.nhs.uk,FastEthernet0/22,174,,
OSM-1A-switch5.xcmmc.nhs.uk,FastEthernet0/23,174,,
OSM-1A-switch5.xcmmc.nhs.uk,GigabitEthernet0/1,trunk,OSM-1A-Swicth04.xcmmc.nhs.uk,Gig 0/2
OSM-1A-switch5.xcmmc.nhs.uk,GigabitEthernet0/2,trunk,CEN-OSM-1A-ACCSW-STK.xcmmc.nhs.uk,Gig 2/0/24
