legacy_switch,interface,vlan_id,neighbor_name,neighbor_interface
CEN-CSB2-0A-ACCSW1-STk.xcmmc.nhs.uk,Vlan1,,,
CEN-CSB2-0A-ACCSW1-STk.xcmmc.nhs.uk,Vlan252,,,
CEN-CSB2-0A-ACCSW1-STk.xcmmc.nhs.uk,GigabitEthernet1/0/1,154,,
CEN-CSB2-0A-ACCSW1-STk.xcmmc.nhs.uk,GigabitEthernet1/0/3,154,,
CEN-CSB2-0A-ACCSW1-STk.xcmmc.nhs.uk,GigabitEthernet1/0/4,154,,
CEN-CSB2-0A-ACCSW1-STk.xcmmc.nhs.uk,GigabitEthernet1/0/5,154,,
CEN-CSB2-0A-ACCSW1-STk.xcmmc.nhs.uk,GigabitEthernet1/0/6,154,,
CEN-CSB2-0A-ACCSW1-STk.xcmmc.nhs.uk,GigabitEthernet1/0/7,154,,
CEN-CSB2-0A-ACCSW1-STk.xcmmc.nhs.uk,GigabitEthernet1/0/9,154,,
CEN-CSB2-0A-ACCSW1-STk.xcmmc.nhs.uk,GigabitEthernet1/0/10,154,,
CEN-CSB2-0A-ACCSW1-STk.xcmmc.nhs.uk,GigabitEthernet1/0/14,154,,
CEN-CSB2-0A-ACCSW1-STk.xcmmc.nhs.uk,GigabitEthernet1/0/15,154,,
CEN-CSB2-0A-ACCSW1-STk.xcmmc.nhs.uk,GigabitEthernet1/0/16,154,,
CEN-CSB2-0A-ACCSW1-STk.xcmmc.nhs.uk,GigabitEthernet1/0/17,154,,
CEN-CSB2-0A-ACCSW1-STk.xcmmc.nhs.uk,GigabitEthernet1/0/18,154,,
CEN-CSB2-0A-ACCSW1-STk.xcmmc.nhs.uk,GigabitEthernet1/0/20,154,,
CEN-CSB2-0A-ACCSW1-STk.xcmmc.nhs.uk,GigabitEthernet1/0/21,154,,
CEN-CSB2-0A-ACCSW1-STk.xcmmc.nhs.uk,GigabitEthernet1/0/22,154,,
CEN-CSB2-0A-ACCSW1-STk.xcmmc.nhs.uk,GigabitEthernet1/0/23,154,,
CEN-CSB2-0A-ACCSW1-STk.xcmmc.nhs.uk,GigabitEthernet1/0/24,154,,
CEN-CSB2-0A-ACCSW1-STk.xcmmc.nhs.uk,GigabitEthernet1/0/25,154,,
CEN-CSB2-0A-ACCSW1-STk.xcmmc.nhs.uk,GigabitEthernet1/0/26,74,,
CEN-CSB2-0A-ACCSW1-STk.xcmmc.nhs.uk,GigabitEthernet1/0/31,154,,
CEN-CSB2-0A-ACCSW1-STk.xcmmc.nhs.uk,GigabitEthernet1/0/32,154,,
CEN-CSB2-0A-ACCSW1-STk.xcmmc.nhs.uk,GigabitEthernet1/0/33,154,,
CEN-CSB2-0A-ACCSW1-STk.xcmmc.nhs.uk,GigabitEthernet1/0/36,154,,
CEN-CSB2-0A-ACCSW1-STk.xcmmc.nhs.uk,GigabitEthernet1/0/38,154,,
CEN-CSB2-0A-ACCSW1-STk.xcmmc.nhs.uk,GigabitEthernet1/0/41,154,,
CEN-CSB2-0A-ACCSW1-STk.xcmmc.nhs.uk,GigabitEthernet1/0/42,154,,
CEN-CSB2-0A-ACCSW1-STk.xcmmc.nhs.uk,GigabitEthernet1/0/44,154,,
CEN-CSB2-0A-ACCSW1-STk.xcmmc.nhs.uk,GigabitEthernet1/0/45,74,,
CEN-CSB2-0A-ACCSW1-STk.xcmmc.nhs.uk,GigabitEthernet1/0/46,154,,
CEN-CSB2-0A-ACCSW1-STk.xcmmc.nhs.uk,GigabitEthernet1/0/47,154,,
CEN-CSB2-0A-ACCSW1-STk.xcmmc.nhs.uk,GigabitEthernet1/0/48,trunk,,
CEN-CSB2-0A-ACCSW1-STk.xcmmc.nhs.uk,GigabitEthernet2/0/1,74,,
CEN-CSB2-0A-ACCSW1-STk.xcmmc.nhs.uk,GigabitEthernet2/0/2,74,,
CEN-CSB2-0A-ACCSW1-STk.xcmmc.nhs.uk,GigabitEthernet2/0/3,74,,
CEN-CSB2-0A-ACCSW1-STk.xcmmc.nhs.uk,GigabitEthernet2/0/4,75,,
CEN-CSB2-0A-ACCSW1-STk.xcmmc.nhs.uk,GigabitEthernet2/0/5,74,,
CEN-CSB2-0A-ACCSW1-STk.xcmmc.nhs.uk,GigabitEthernet2/0/8,74,,
CEN-CSB2-0A-ACCSW1-STk.xcmmc.nhs.uk,GigabitEthernet2/0/9,74,,
CEN-CSB2-0A-ACCSW1-STk.xcmmc.nhs.uk,GigabitEthernet2/0/10,74,,
CEN-CSB2-0A-ACCSW1-STk.xcmmc.nhs.uk,GigabitEthernet2/0/11,74,,
CEN-CSB2-0A-ACCSW1-STk.xcmmc.nhs.uk,GigabitEthernet2/0/12,74,,
CEN-CSB2-0A-ACCSW1-STk.xcmmc.nhs.uk,GigabitEthernet2/0/13,74,,
CEN-CSB2-0A-ACCSW1-STk.xcmmc.nhs.uk,GigabitEthernet2/0/14,74,,
CEN-CSB2-0A-ACCSW1-STk.xcmmc.nhs.uk,GigabitEthernet2/0/15,74,,
CEN-CSB2-0A-ACCSW1-STk.xcmmc.nhs.uk,GigabitEthernet2/0/16,74,,
CEN-CSB2-0A-ACCSW1-STk.xcmmc.nhs.uk,GigabitEthernet2/0/19,74,,
CEN-CSB2-0A-ACCSW1-STk.xcmmc.nhs.uk,GigabitEthernet2/0/20,74,,
CEN-CSB2-0A-ACCSW1-STk.xcmmc.nhs.uk,GigabitEthernet2/0/21,74,,
CEN-CSB2-0A-ACCSW1-STk.xcmmc.nhs.uk,GigabitEthernet2/0/22,74,,
CEN-CSB2-0A-ACCSW1-STk.xcmmc.nhs.uk,GigabitEthernet2/0/23,74,,
CEN-CSB2-0A-ACCSW1-STk.xcmmc.nhs.uk,GigabitEthernet2/0/24,74,,
CEN-CSB2-0A-ACCSW1-STk.xcmmc.nhs.uk,GigabitEthernet2/0/25,606,,
CEN-CSB2-0A-ACCSW1-STk.xcmmc.nhs.uk,GigabitEthernet2/0/26,606,,
CEN-CSB2-0A-ACCSW1-STk.xcmmc.nhs.uk,GigabitEthernet2/0/27,606,,
CEN-CSB2-0A-ACCSW1-STk.xcmmc.nhs.uk,GigabitEthernet2/0/31,606,,
CEN-CSB2-0A-ACCSW1-STk.xcmmc.nhs.uk,GigabitEthernet2/0/32,606,,
CEN-CSB2-0A-ACCSW1-STk.xcmmc.nhs.uk,GigabitEthernet2/0/33,154,,
CEN-CSB2-0A-ACCSW1-STk.xcmmc.nhs.uk,GigabitEthernet2/0/35,154,,
CEN-CSB2-0A-ACCSW1-STk.xcmmc.nhs.uk,GigabitEthernet2/0/37,154,,
CEN-CSB2-0A-ACCSW1-STk.xcmmc.nhs.uk,GigabitEthernet2/0/38,154,,
CEN-CSB2-0A-ACCSW1-STk.xcmmc.nhs.uk,GigabitEthernet2/0/42,74,,
CEN-CSB2-0A-ACCSW1-STk.xcmmc.nhs.uk,GigabitEthernet2/0/45,154,,
CEN-CSB2-0A-ACCSW1-STk.xcmmc.nhs.uk,GigabitEthernet3/0/3,154,,
CEN-CSB2-0A-ACCSW1-STk.xcmmc.nhs.uk,GigabitEthernet3/0/4,74,,
CEN-CSB2-0A-ACCSW1-STk.xcmmc.nhs.uk,GigabitEthernet3/0/5,154,,
CEN-CSB2-0A-ACCSW1-STk.xcmmc.nhs.uk,GigabitEthernet3/0/6,154,,
CEN-CSB2-0A-ACCSW1-STk.xcmmc.nhs.uk,GigabitEthernet3/0/8,74,,
CEN-CSB2-0A-ACCSW1-STk.xcmmc.nhs.uk,GigabitEthernet3/0/11,154,,
CEN-CSB2-0A-ACCSW1-STk.xcmmc.nhs.uk,GigabitEthernet3/0/14,154,,
CEN-CSB2-0A-ACCSW1-STk.xcmmc.nhs.uk,GigabitEthernet3/0/17,74,,
CEN-CSB2-0A-ACCSW1-STk.xcmmc.nhs.uk,GigabitEthernet3/0/19,154,,
CEN-CSB2-0A-ACCSW1-STk.xcmmc.nhs.uk,GigabitEthernet3/0/24,154,,
CEN-CSB2-0A-ACCSW1-STk.xcmmc.nhs.uk,GigabitEthernet3/0/25,154,,
CEN-CSB2-0A-ACCSW1-STk.xcmmc.nhs.uk,GigabitEthernet3/0/26,154,,
CEN-CSB2-0A-ACCSW1-STk.xcmmc.nhs.uk,GigabitEthernet3/0/28,154,,
CEN-CSB2-0A-ACCSW1-STk.xcmmc.nhs.uk,GigabitEthernet3/0/32,74,,
CEN-CSB2-0A-ACCSW1-STk.xcmmc.nhs.uk,GigabitEthernet3/0/33,154,,
CEN-CSB2-0A-ACCSW1-STk.xcmmc.nhs.uk,GigabitEthernet3/0/34,154,,
CEN-CSB2-0A-ACCSW1-STk.xcmmc.nhs.uk,GigabitEthernet3/0/36,154,,
CEN-CSB2-0A-ACCSW1-STk.xcmmc.nhs.uk,GigabitEthernet3/0/37,154,,
CEN-CSB2-0A-ACCSW1-STk.xcmmc.nhs.uk,GigabitEthernet3/0/40,154,,
CEN-CSB2-0A-ACCSW1-STk.xcmmc.nhs.uk,GigabitEthernet3/0/46,154,,
CEN-CSB2-0A-ACCSW1-STk.xcmmc.nhs.uk,GigabitEthernet3/0/47,154,,
CEN-CSB2-0A-ACCSW1-STk.xcmmc.nhs.uk,GigabitEthernet3/0/52,trunk,CARE-ORC-DN1-DST-02.xcmmc.nhs.uk,TwentyFiveGigE1/0/24
CEN-CSB2-0A-ACCSW1-STk.xcmmc.nhs.uk,GigabitEthernet4/0/7,75,,
CEN-CSB2-0A-ACCSW1-STk.xcmmc.nhs.uk,GigabitEthernet4/0/9,75,,
CEN-CSB2-0A-ACCSW1-STk.xcmmc.nhs.uk,GigabitEthernet4/0/12,154,,
CEN-CSB2-0A-ACCSW1-STk.xcmmc.nhs.uk,GigabitEthernet4/0/13,154,,
CEN-CSB2-0A-ACCSW1-STk.xcmmc.nhs.uk,GigabitEthernet4/0/17,75,,
CEN-CSB2-0A-ACCSW1-STk.xcmmc.nhs.uk,GigabitEthernet4/0/18,73,,
CEN-CSB2-0A-ACCSW1-STk.xcmmc.nhs.uk,GigabitEthernet4/0/20,73,,
CEN-CSB2-0A-ACCSW1-STk.xcmmc.nhs.uk,GigabitEthernet4/0/21,154,,
CEN-CSB2-0A-ACCSW1-STk.xcmmc.nhs.uk,GigabitEthernet4/0/22,154,,
CEN-CSB2-0A-ACCSW1-STk.xcmmc.nhs.uk,GigabitEthernet4/0/23,154,,
CEN-CSB2-0A-ACCSW1-STk.xcmmc.nhs.uk,GigabitEthernet4/0/25,154,,
CEN-CSB2-0A-ACCSW1-STk.xcmmc.nhs.uk,GigabitEthernet4/0/27,154,,
CEN-CSB2-0A-ACCSW1-STk.xcmmc.nhs.uk,GigabitEthernet4/0/30,154,,
CEN-CSB2-0A-ACCSW1-STk.xcmmc.nhs.uk,GigabitEthernet4/0/34,154,,
CEN-CSB2-0A-ACCSW1-STk.xcmmc.nhs.uk,GigabitEthernet4/0/36,154,,
CEN-CSB2-0A-ACCSW1-STk.xcmmc.nhs.uk,GigabitEthernet4/0/38,76,,
CEN-CSB2-0A-ACCSW1-STk.xcmmc.nhs.uk,GigabitEthernet4/0/39,154,,
CEN-CSB2-0A-ACCSW1-STk.xcmmc.nhs.uk,GigabitEthernet4/0/42,154,,
CEN-CSB2-0A-ACCSW1-STk.xcmmc.nhs.uk,GigabitEthernet4/0/43,154,,
